,index,designation,distance,magnitude,absoluteMagnitude,scaledMagnitude,spectralType,spectralColor,colorIndex,xCoord,yCoord,zCoord,constellation,luminosity
24762,24762,109    Tau,75.815,4.96,0.561,0.19241,G,16702104,0.937,12.416474000000001,69.140625,28.519208000000003,Tau,51.95172830110675
24769,24769,Zet Pic,35.7143,5.44,2.676,0.17126,F,16773591,0.517,3.9974199999999995,22.311062,-27.600310999999998,Pic,7.406277836681546
24771,24771,1758.0,134.0483,5.98,0.344,0.19457999999999998,A,13291261,-0.022000000000000002,20.981270000000002,117.180228,-61.62443199999999,Col,63.4453795775714
24772,24772,18    Aur,68.5871,6.49,2.309,0.17492999999999997,A,13291261,0.256,10.023201,55.980858999999995,38.338985,Aur,10.384844550082734
24813,24813,7Nu  Lep,102.2495,5.29,0.242,0.1956,B,9214460,-0.10400000000000001,17.353854000000002,98.377746,-21.809455,Lep,69.69473963563203
24814,24814,NN 3346,24.3013,8.72,6.792000000000001,0.1301,K,16623706,1.003,4.060354,23.023266,-6.632942,Lep,0.16718603572044655
24821,24821,1733.0,247.5248,6.49,-0.478,0.2028,K,16623706,1.331,30.666969,174.092641,173.26244,Aur,135.2695359013038
24842,24842,1738.0,84.9618,5.46,0.8140000000000001,0.18988,A,13291261,0.122,11.052743,63.076640000000005,55.836505,Aur,41.152857843551004
24848,24848,1766.0,160.5136,6.34,0.312,0.1949,F,16773591,0.318,22.720087,129.99653899999998,-91.37442,Col,65.34313996495986
24866,24866,1762.0,127.551,4.7,-0.828,0.20629999999999998,A,13291261,-0.048,20.415286,117.12106999999999,-46.208191,Lep,186.72393883829483
24890,24890,1736.0,273.224,6.54,-0.643,0.20445,A,13291261,0.5820000000000001,31.856145,183.723347,199.705671,Aur,157.47078772898482
24916,24916,1755.0,168.6341,6.2,0.065,0.19737,K,16623706,1.229,26.905837,156.35211999999999,57.16249200000001,Tau,82.03515443298177
24923,24923,1750.0,166.113,6.35,0.248,0.19554,B,9214460,0.039,24.855191,144.606736,77.87593299999999,Tau,69.3106545149936
24940,24940,1752.0,88.574,5.66,0.9229999999999999,0.18878999999999999,A,13291261,0.06,12.976202,75.936762,43.709835999999996,Aur,37.222025301785
24984,24984,1771.0,107.8749,5.06,-0.105,0.19907,A,13291261,0.662,16.262603,96.588269,-45.202187,Lep,95.94006315159336
24987,24987,20Rho Aur,162.3377,5.22,-0.8320000000000001,0.20634,B,9214460,-0.129,20.073001,119.333859,108.21308400000001,Aur,187.4131239976753
25036,25036,Kap Pic,194.5525,6.1,-0.345,0.20146999999999998,B,9214460,-0.091,17.721189000000003,106.95555800000001,-161.54604799999998,Pic,119.6740531307243
25047,25047,Gl 196,20.8855,5.08,3.4810000000000003,0.16321,F,16773591,0.506,0.634691,3.850421,20.517591,Cam,3.528580258285269
25080,25080,1760.0,89.6861,5.54,0.7759999999999999,0.19025999999999998,A,13291261,0.127,10.922365,66.769379,58.873883,Aur,42.61868054241604
25117,25117,1785.0,49.975,6.49,2.9960000000000004,0.16806,F,16773591,0.505,7.137836,44.070215000000005,-22.459156,Lep,5.515691912608028
25124,25124,1778.0,122.6994,5.99,0.546,0.19256,B,9214460,-0.037000000000000005,19.34939,119.82616599999999,-17.957358,Ori,52.674448833190574
25126,25126,GJ 1076,33.7838,9.44,6.796,0.13006,K,16623706,1.0290000000000001,3.1023680000000002,19.225794,27.606505,Aur,0.16657123280688088
25129,25129,22    Aur,162.6016,6.45,0.39399999999999996,0.19408,B,9214460,-0.04,22.640278,140.488969,78.673845,Aur,60.58986711389654
25131,25131,1793.0,199.2032,5.73,-0.7659999999999999,0.20567999999999997,M,16541255,1.626,24.379861,151.364352,-127.187215,Col,176.3599633897995
25134,25134,16    Cam,103.0928,5.24,0.174,0.19628,A,13291261,-0.011000000000000001,8.782403,54.62286700000001,86.99056999999999,Cam,74.19933277899432
25142,25142,1777.0,84.7458,6.34,1.699,0.18103,A,13291261,0.12300000000000001,13.37534,83.313583,7.862027,Ori,18.213776371047796
25153,25153,110    Tau,124.8439,6.09,0.608,0.19194,A,13291261,0.141,18.897726000000002,118.07621699999999,35.873798,Tau,49.75079213514408
25157,25157,Gl 201,14.0845,7.93,7.186,0.12616,K,16623706,1.104,2.124277,13.277023000000002,4.194138,Tau,0.1163054323328467
25158,25158,1797.0,140.2525,6.8,1.065,0.18737,K,16623706,1.037,17.613643,110.113072,-85.062977,Col,32.658783217233584
25177,25177,1782.0,55.7103,6.13,2.4,0.17401999999999998,F,16773591,0.483,8.748764999999999,55.013013,-0.842615,Ori,9.549925860214357
25184,25184,29    Ori,48.2393,4.13,0.713,0.19089,G,16702104,0.943,7.487188000000001,47.201778000000004,-6.553529,Ori,45.16479049291119
25215,25215,111    Tau,14.3864,5.0,4.21,0.15592,F,16773591,0.544,2.122676,13.564563,4.298277,Tau,1.8030177408595685
25217,25217,1792.0,68.2594,5.64,1.469,0.18333,A,13291261,-0.001,10.079271,64.502656,-19.929579,Lep,22.511270159128795
25219,25219,27    Ori,57.2082,5.07,1.2830000000000001,0.18519,K,16623706,0.961,8.829488000000001,56.515898,-0.889933,Ori,26.717757271179465
25227,25227,1775.0,191.9386,6.3,-0.11599999999999999,0.19918,K,16623706,1.251,25.223472,162.18653799999998,99.498075,Aur,96.91700839472904
25228,25228,1776.0,211.4165,5.94,-0.6859999999999999,0.20488,B,9214460,0.034,27.805568,178.797575,109.33998899999999,Aur,163.8324779628639
25229,25229,21Sig Aur,143.2665,5.02,-0.7609999999999999,0.20562999999999998,K,16623706,1.445,17.487625,112.483853,86.98739499999999,Aur,175.54966296212345
25240,25240,The Pic,157.2327,6.26,0.27699999999999997,0.19524999999999998,A,13291261,0.067,14.716335,94.983471,-124.433449,Pic,67.48387308707571
25254,25254,1813.0,144.9275,6.09,0.284,0.19518,K,16623706,1.195,15.831764999999999,102.641056,-101.085054,Pic,67.05018801628415
25266,25266,1799.0,133.8688,5.6,-0.033,0.19835,K,16623706,1.5430000000000001,20.01813,130.169679,-24.002532000000002,Ori,89.78421709097269
25273,25273,Bellatrix,77.3994,1.64,-2.804,0.22605999999999998,B,9214460,-0.22399999999999998,11.658576,76.036136,8.56012,Ori,1152.3913771994878
25279,25279,1779.0,125.4705,6.55,1.057,0.18744999999999998,F,16773591,1.101,15.567051000000001,101.77744,71.706572,Aur,32.90031075247056
25288,25288,Wo 9181,35.868,7.17,4.396,0.15405999999999997,F,16773591,0.5379999999999999,1.3363040000000002,8.762758999999999,-34.755854,Men,1.5191476984475216
25334,25334,1812.0,45.0248,5.78,2.513,0.17289,F,16773591,0.441,6.266291000000001,41.925086,-15.17426,Lep,8.605973411928222
25346,25346,113    Tau,179.5332,6.23,-0.040999999999999995,0.19843,B,9214460,-0.084,25.346684,170.082778,51.591316,Tau,90.44821490475907
25357,25357,GJ 1079,17.7715,7.7,6.4510000000000005,0.13351,K,16623706,0.946,2.19941,14.825277999999999,-9.549866999999999,Col,0.2288758657062362
25364,25364,Alnath,41.0509,1.65,-1.4169999999999998,0.21219000000000002,B,9214460,-0.13,5.281578,35.6504,19.655456,Tau,321.2180933987985
25365,25365,Lam Dor,140.4494,5.14,-0.598,0.204,G,16702104,0.986,10.618712,71.738934,-120.278126,Dor,151.07757319249941
25389,25389,1807.0,92.1659,6.41,1.587,0.18215,A,13291261,-0.023,13.269627,90.537266,11.022480999999999,Ori,20.192960697981178
25411,25411,1796.0,100.8065,6.18,1.163,0.18639,K,16623706,1.1520000000000001,12.148046,83.411204,55.289513,Aur,29.84008115930219
25413,25413,1794.0,180.1802,6.17,-0.109,0.19911,K,16623706,1.453,21.119761999999998,145.237798,104.52164599999999,Aur,96.29417129715559
25418,25418,1859.0,77.8816,6.02,1.5630000000000002,0.18239,F,16773591,0.34600000000000003,4.073964,28.094807,-72.523275,Dor,20.644292320739897
25423,25423,1817.0,27.0416,6.3,4.14,0.15661999999999998,F,16773591,0.5529999999999999,3.7878190000000003,26.188005,-5.5765709999999995,Lep,1.9230917289101583
25424,25424,1827.0,91.9118,5.86,1.043,0.18759,A,13291261,0.239,9.935588000000001,68.71176,-60.231356999999996,Col,33.32728995761377
25435,25435,115    Tau,168.3502,5.4,-0.731,0.20533,B,9214460,-0.09,22.863283,158.504526,51.917527,Tau,170.76544728138737
25438,25438,1809.0,130.3781,6.18,0.604,0.19198,A,13291261,0.083,17.923113,124.49928200000001,34.310320000000004,Ori,49.934418872134984
25468,25468,1823.0,119.9041,6.08,0.6859999999999999,0.19116,K,16623706,1.032,15.728477,110.54288000000001,-43.703008000000004,Lep,46.30202658603085
25475,25475,114    Tau,191.5709,4.88,-1.5319999999999998,0.21334,B,9214460,-0.14,25.011528,175.93139299999999,71.568309,Tau,357.10834580834575
25477,25477,24Phi Aur,138.8889,5.08,-0.633,0.20434999999999998,K,16623706,1.4,16.108735999999997,113.35643799999998,78.619528,Aur,156.02708686930617
25480,25480,Gl 204.1,19.2012,6.99,5.5729999999999995,0.14228999999999997,G,16702104,0.755,1.33341,9.385425,-16.698094,Dor,0.5138069802323443
25491,25491,116    Tau,130.039,5.52,-0.05,0.19852,B,9214460,0.015,17.537414000000002,123.84457900000001,35.56878,Tau,91.20108393559096
25514,25514,Gl 203,8.8106,12.48,12.755,0.07046999999999998,M,16541255,1.653,1.208775,8.601567999999999,1.475993,,0.0006886522963442747
25519,25519,117    Tau,187.9699,5.77,-0.6,0.20402,M,16541255,1.6340000000000001,24.964281,177.781176,55.70677,Tau,151.35612484362068
25542,25542,Nihal,49.1642,2.81,-0.648,0.2045,G,16702104,0.807,6.349344,45.531613,-17.425966,Lep,158.1976398601154
25544,25544,1835.0,87.7963,5.56,0.843,0.18959,A,13291261,0.026000000000000002,9.651580000000001,69.234726,-53.119381000000004,Col,40.068215418221115
25559,25559,Gl 204,13.0208,7.65,7.077000000000001,0.12724999999999997,K,16623706,1.113,1.7842689999999999,12.872953,-0.794769,Ori,0.1285878692634399
25574,25574,1819.0,93.5454,6.35,1.495,0.18306999999999998,A,13291261,0.168,12.422108,90.039434,22.121827,Ori,21.97859872784824
25598,25598,NN 3347A,28.169,6.71,4.461,0.15341,G,16702104,0.5820000000000001,3.7244370000000004,27.242526,6.121296,Ori,1.4308694127493389
25621,25621,1838.0,135.318,6.75,1.093,0.18709,G,16702104,1.061,15.728081,115.989703,-67.897867,Col,31.827314821707805
25631,25631,118    Tau,130.3781,5.47,-0.106,0.19908,B,9214460,-0.042,15.774498999999999,116.958969,55.409826,Tau,96.02846792093813
25644,25644,1830.0,151.0574,5.8,-0.096,0.19898,K,16623706,1.149,20.076044,149.441936,-9.080775,Ori,95.14807363517583
25652,25652,GJ 2043A,17.2563,10.55,9.365,0.10436999999999999,M,16541255,1.5,2.209188,16.475002,4.633973,Ori,0.01563147642640953
25666,25666,1822.0,88.7311,6.2,1.46,0.18342,F,16773591,0.47600000000000003,10.219339,76.78863100000001,43.270082,Aur,22.69864851883821
25673,25673,31    Ori,155.7632,4.71,-1.252,0.21053999999999998,K,16623706,1.5919999999999999,20.507341,154.378852,-2.969161,Ori,275.93068558175094
25704,25704,1856.0,44.1306,5.46,2.2359999999999998,0.17565999999999998,G,16702104,0.615,3.9022040000000002,29.79891,-32.315944,Pic,11.107082559188646
25711,25711,2059.0,112.2334,6.18,0.929,0.18872999999999998,A,13291261,-0.003,1.3212899999999999,10.115127000000001,-111.768808,Men,37.01689610332346
25716,25716,1882.0,113.8952,6.19,0.907,0.18895,F,16773591,0.225,6.476536,49.636834,-102.305319,Dor,37.77461093882191
25721,25721,1837.0,166.113,6.21,0.10800000000000001,0.19693999999999998,K,16623706,1.28,21.385757,164.279877,12.179689999999999,Ori,78.84969177453776
25726,25726,1832.0,77.5795,5.93,1.4809999999999999,0.18320999999999998,A,13291261,0.10300000000000001,9.623274,74.186557,20.550039,Ori,22.263836295529075
25742,25742,1831.0,109.529,6.29,1.092,0.1871,K,16623706,1.18,12.895346,100.394413,41.848269,Tau,31.85664236573112
25745,25745,1825.0,175.4386,6.38,0.159,0.19643,G,16702104,0.986,17.148495,133.64011599999998,112.360974,Aur,75.23154831868719
25749,25749,32    Ori,92.8505,4.2,-0.639,0.20440999999999998,B,9214460,-0.14300000000000002,11.740832000000001,91.601407,9.621952,Ori,156.8917112607855
25752,25752,1824.0,128.866,5.99,0.439,0.19363,K,16623706,1.112,12.266302,95.789455,85.325239,Aur,58.1299567725388
25788,25788,10    Lep,83.2639,5.53,0.9279999999999999,0.18874,A,13291261,0.012,9.776006,77.187625,-29.654019,Lep,37.05100563019239
25794,25794,Eps Col,80.7103,3.86,-0.675,0.20477,K,16623706,1.13,8.234767999999999,65.213718,-46.834868,Col,162.181009735893
25813,25813,Gl 205,5.6571,7.97,9.207,0.10594999999999999,M,16541255,1.474,0.7013010000000001,5.601801,-0.362827,Ori,0.018080065521100055
25822,25822,1870.0,168.0672,5.86,-0.267,0.20068999999999998,K,16623706,1.349,14.449822,116.010373,-120.74519,Pic,111.37815001346657
25846,25846,1616.0,101.5228,6.5,1.4669999999999999,0.18334999999999999,A,13291261,0.36,0.882459,7.136166,101.267786,Cep,22.55277566745248
25853,25853,Gam Men,31.3578,5.18,2.698,0.17104,K,16623706,1.13,0.906183,7.349405,-30.47144,Men,7.25771650267428
25888,25888,Gl 206,12.7943,11.55,11.015,0.08786999999999999,M,16541255,1.6369999999999998,1.523068,12.514663,2.182323,Ori,0.0034197944251370834
25908,25908,18    Cam,42.6985,6.44,3.2880000000000003,0.16513999999999998,F,16773591,0.5870000000000001,2.760859,22.951651000000002,35.899715,Cam,4.215023497210444
25928,25928,1877.0,52.8262,5.45,1.8359999999999999,0.17966,K,16623706,1.224,4.8839809999999995,41.044979,-32.894725,Col,16.054618868009722
25936,25936,1917.0,71.0227,5.34,1.083,0.18719,G,16702104,1.0390000000000001,3.630588,30.666449,-63.957989000000005,Dor,32.12180933987984
25942,25942,Gl 207,37.1885,12.08,9.228,0.10574,K,16623706,1.453,3.8026949999999995,32.178762,18.249692,,0.017733726245425574
25954,25954,1881.0,78.9266,5.75,1.264,0.18538,K,16623706,1.085,7.551742999999999,64.099366,-45.427654,Col,27.18942354402216
25989,25989,1850.0,106.2699,6.5,1.368,0.18434,A,13291261,0.094,10.322356,88.72757800000001,57.569281000000004,Aur,24.705861360384322
26006,26006,1854.0,137.3626,6.27,0.581,0.19221,A,13291261,0.17,12.957983,112.150784,78.248076,Aur,51.00350239594469
26014,26014,1912.0,55.7103,6.42,2.69,0.17112,F,16773591,0.55,3.662322,31.822039,-45.580923999999996,Pic,7.311390834834173
26016,26016,Gl 207.1,15.9363,11.53,10.517999999999999,0.09284,M,16541255,1.5759999999999998,1.8205200000000001,15.822925,0.540998,Ori,0.005405053537086685
26026,26026,1888.0,216.4502,6.52,-0.157,0.19959,A,13291261,-0.016,21.360979999999998,186.516428,-107.731508,Col,100.64680664383259
26028,26028,35    Ori,136.7989,5.6,-0.08,0.19881999999999997,B,9214460,-0.11800000000000001,15.060642999999999,131.698816,33.802141,Ori,93.75620069258802
26048,26048,NN 3352,25.5297,11.07,9.035,0.10766999999999999,M,16541255,1.499,1.800286,15.889911999999999,19.900634,Aur,0.021183611352484998
26061,26061,38    Ori,84.6024,5.32,0.6829999999999999,0.19119,A,13291261,0.051,9.454252,83.888521,5.558153,Ori,46.430140728180334
26125,26125,1936.0,95.3289,6.32,1.4240000000000002,0.18378,G,16702104,0.845,5.012052,45.685895,-83.518209,Dor,23.46388924464132
26154,26154,1909.0,92.4214,5.76,0.9309999999999999,0.18871000000000002,K,16623706,1.12,8.344159,76.990476,-50.444321,Col,36.948771225393216
26182,26182,121    Tau,169.4915,5.37,-0.7759999999999999,0.20578,B,9214460,-0.092,16.547968,153.90363200000002,69.045457,Tau,177.99180203953358
26203,26203,45    Ori,110.2536,5.24,0.027999999999999997,0.19774,F,16773591,0.26899999999999996,11.646256,109.238698,-9.333282,Ori,84.87895030072441
26212,26212,Wo 9185,32.8947,9.33,6.744,0.13058,K,16623706,1.119,1.589073,14.953382000000001,-29.256534999999996,Dor,0.17474308552673232
26235,26235,1927.0,155.0388,6.1,0.14800000000000002,0.19654,K,16623706,1.159,10.965752,104.540266,-113.965604,Pic,75.99762143610373
26244,26244,1915.0,52.7983,6.26,2.647,0.17154999999999998,A,13291261,0.151,4.806069,46.058381,-25.361557,Col,7.6067650076622675
26250,26250,1869.0,104.2753,6.1,1.0090000000000001,0.18792999999999999,F,16773591,0.295,7.252530999999999,69.782212,77.144072,Aur,34.387452222912714
26267,26267,1889.0,85.7633,6.52,1.8530000000000002,0.17949,F,16773591,0.452,7.893186999999999,76.717807,37.515648999999996,Tau,15.805200152842573
26270,26270,Gl 208,11.2397,8.78,8.526,0.11276,K,16623706,1.415,1.1272959999999999,10.963123,2.207773,Ori,0.033853221281535416
26279,26279,1866.0,228.833,5.74,-1.058,0.20859999999999998,M,16541255,1.671,13.575297,132.42184699999999,186.130899,Aur,230.78097296984032
26301,26301,40Phi2Ori,36.0231,4.09,1.307,0.18495,G,16702104,0.951,3.576264,35.37109,5.815826,Ori,26.13364576189025
26316,26316,Gl 209,33.67,7.68,5.044,0.14758,G,16702104,0.667,3.149237,31.331936,11.918348,Tau,0.8363729915840259
26317,26317,122    Tau,48.5909,5.53,2.097,0.17705,F,16773591,0.237,4.641984,46.225559999999994,14.239412,Tau,12.624087614670485
26329,26329,1919.0,62.8931,6.1,2.1069999999999998,0.17695,A,13291261,0.051,6.129467,61.263841000000006,-12.835125,Lep,12.508349283740644
26330,26330,Pi  Men,18.315,5.65,4.336,0.15466,G,16702104,0.6,0.301659,3.0175549999999998,-18.062272,Men,1.6054618868009711
26331,26331,1902.0,154.7988,5.83,-0.11900000000000001,0.19921,B,9214460,-0.075,13.739552999999999,137.333765,70.09535,Tau,97.18517029401686
26343,26343,19    Cam,111.2347,6.15,0.919,0.18883,A,13291261,0.006,4.805436,48.253246000000004,100.108275,Cam,37.35940922587999
26345,26345,1853.0,77.7605,6.26,1.806,0.17995999999999998,A,13291261,0.231,3.04631,30.610678999999998,71.41695,Cam,16.504409856522788
26347,26347,Nu 1Col,39.3701,6.15,3.174,0.16628,F,16773591,0.322,3.4453099999999997,34.632407,-18.405163,Col,4.681661397243642
26386,26386,123Zet Tau,136.4256,2.97,-2.7039999999999997,0.22506,B,9214460,-0.14800000000000002,12.391949,126.637551,49.207351,Tau,1050.9934271862176
26395,26395,Nu 2Col,40.7997,5.28,2.227,0.17575,F,16773591,0.486,3.470279,35.6225,-19.586704,Col,11.199535223848876
26398,26398,1904.0,154.0832,6.36,0.42100000000000004,0.19381,K,16623706,1.306,12.438519,127.796223,85.177,Aur,59.101703661024374
26423,26423,Gl 210,59.0319,7.43,3.575,0.16227,G,16702104,0.6,4.134580000000001,43.000762,-40.23235,Pic,3.2359365692962814
26436,26436,NN 3360A,25.4972,7.33,5.297999999999999,0.14504,G,16702104,0.769,1.6823400000000002,17.597707999999997,-18.373972,Pic,0.6619116119411207
26440,26440,NN 3358,20.1613,7.74,6.2170000000000005,0.13584999999999997,K,16623706,0.8340000000000001,1.193551,12.508582,15.766197,Aur,0.28392262394249085
26471,26471,26    Aur,173.6111,5.4,-0.7979999999999999,0.206,A,13291261,0.45,13.926047,148.950481,88.094492,Aur,181.63519311765114
26480,26480,1947.0,134.7709,5.81,0.162,0.1964,B,9214460,-0.078,9.469986,101.72341,-87.89694,Col,75.02396279074637
26497,26497,49    Ori,44.603,4.77,1.5230000000000001,0.18279,A,13291261,0.139,4.071114,44.062353,-5.6001449999999995,Ori,21.419039907221233
26506,26506,1921.0,105.5966,6.45,1.3319999999999999,0.18469999999999998,G,16702104,0.98,8.656161,94.007164,47.311671000000004,Tau,25.538771357793227
26515,26515,NN 3359,88.3392,8.07,3.339,0.16463,G,16702104,0.809,5.6629,61.715861,62.951555000000006,Aur,4.021610443342134
26551,26551,1929.0,175.7469,6.42,0.196,0.19605999999999998,A,13291261,0.066,14.614525,162.565227,65.161204,Tau,72.71098031596613
26558,26558,1942.0,166.9449,6.49,0.377,0.19425,B,9214460,-0.107,14.689503,163.898134,-28.147512,Ori,61.546023737131634
26559,26559,1940.0,42.5713,5.99,2.844,0.16958,A,13291261,0.294,3.791964,42.319584000000006,-2.646912,Ori,6.344537957757143
26569,26569,Phakt,80.1282,2.65,-1.869,0.21670999999999999,B,9214460,-0.12,5.885917,66.110037,-44.89318,Col,487.0796664925368
26575,26575,125    Tau,131.0616,5.18,-0.40700000000000003,0.20209,B,9214460,-0.15,10.410662,117.439977,57.242014000000005,Tau,126.70682249985478
26584,26584,1958.0,129.3661,5.44,-0.11900000000000001,0.19921,G,16702104,0.9129999999999999,9.575731,108.52753700000001,-69.754201,Col,97.18517029401686
26647,26647,1938.0,190.4762,6.04,-0.359,0.20161,B,9214460,0.037000000000000005,13.753020000000001,162.07093999999998,99.121257,Aur,121.22717925364971
26697,26697,1955.0,47.9386,5.93,2.5269999999999997,0.17275000000000001,F,16773591,0.311,3.95019,47.774621,0.282592,Ori,8.495716271561207
26711,26711,126    Tau,194.9318,4.84,-1.609,0.21411000000000002,B,9214460,-0.125,15.234526,186.249582,55.475058999999995,Tau,383.35400075904414
26714,26714,Gl 211,12.2775,6.21,5.763999999999999,0.14038,K,16623706,0.84,0.594246,7.282002,9.866951,Aur,0.4309233228186262
26716,26716,1945.0,186.2197,6.4,0.05,0.19752,B,9214460,-0.081,13.176567000000002,161.56121399999998,91.663454,Aur,83.17637711026708
26731,26731,1966.0,153.6098,6.35,0.418,0.19384,B,9214460,-0.04,10.369062,127.820045,-84.56103900000001,Col,59.26523352402154
26736,26736,Gl 212,12.4378,9.78,9.306000000000001,0.10495999999999998,M,16541255,1.473,0.596305,7.376011999999999,9.996908,Aur,0.016504409856522788
26755,26755,1959.0,80.7103,6.41,1.875,0.17926999999999998,A,13291261,0.32,6.439285,80.349848,-4.078401,Ori,15.488166189124813
26779,26779,Wo 9188,21.3538,10.72,9.073,0.10729,M,16541255,1.689,1.617424,20.529685999999998,5.648073,Ori,0.020455024311093518
26788,26788,1954.0,99.7009,6.35,1.357,0.18445,K,16623706,1.194,7.191992999999999,91.72279499999999,38.411407000000004,Tau,24.957437948315693
26792,26792,Gl 213,5.8292,11.56,12.732000000000001,0.07069999999999999,M,16541255,1.675,0.44278,5.674935,1.260815,Ori,0.0007033961712162472
26797,26797,1972.0,226.7574,6.18,-0.598,0.204,A,13291261,0.023,15.159868,194.720527,-115.20903999999999,Col,151.07757319249941
26803,26803,1973.0,131.406,5.29,-0.303,0.20105,B,9214460,-0.032,8.360558000000001,107.75306499999999,-74.746219,Col,115.1330474155817
26817,26817,1916.0,83.612,5.62,1.0090000000000001,0.18792999999999999,K,16623706,1.249,2.63384,34.309647999999996,76.20268399999999,Cam,34.387452222912714
26820,26820,51    Ori,90.009,4.9,0.129,0.19673,K,16623706,1.1440000000000001,6.872955999999999,89.717105,2.316338,Ori,77.33925780489973
26860,26860,1967.0,49.95,5.97,2.477,0.17325,F,16773591,0.447,3.6975919999999998,49.460941,-5.910953,Ori,8.896107044092291
26876,26876,24    Cam,59.1716,6.05,2.189,0.17612999999999998,K,16623706,0.951,2.411136,32.499294,49.38856,Cam,11.598451211901665
26887,26887,1970.0,161.2903,6.31,0.272,0.1953,K,16623706,1.4669999999999999,11.839303,160.791355,-4.540776999999999,Ori,67.79536449241948
26900,26900,1975.0,75.0751,5.73,1.3530000000000002,0.18449,A,13291261,-0.013999999999999999,5.162575,70.984287,-23.893156,Lep,25.04955412772555
26915,26915,1981.0,52.7704,6.25,2.638,0.17164,F,16773591,0.377,2.932398,40.667927,-33.499973,Col,7.6700818769350985
26935,26935,1984.0,85.034,6.38,1.732,0.1807,F,16773591,0.295,4.213983,59.09778000000001,-60.995841000000006,Pic,17.668512984538804
26949,26949,1714.0,159.2357,6.69,0.68,0.19122,A,13291261,0.02,0.8486610000000001,11.996997,158.78073,Cep,46.5586093522959
26980,26980,23    Cam,110.9878,6.17,0.9440000000000001,0.18858,G,16702104,0.902,3.664528,52.871883,97.51625,Cam,36.509005248449846
27006,27006,13Gam Lep,8.927,3.59,3.8360000000000003,0.15966,F,16773591,0.48100000000000004,0.5588890000000001,8.231515,-3.40875,Lep,2.5444856151466357
27009,27009,1980.0,25.5428,6.34,4.303999999999999,0.15498,F,16773591,0.58,1.623586,23.928324,-8.789271000000001,Lep,1.6534840121711512
27014,27014,Gl 217.2,25.9,8.09,6.024,0.13777999999999999,K,16623706,0.76,0.5933,8.777321,-24.360276000000002,Men,0.3391563869058217
27034,27034,Del Dor,45.8716,4.34,1.032,0.1877,A,13291261,0.217,1.251539,18.809293,-41.819199,Dor,33.666657436862266
27052,27052,1978.0,58.8582,6.09,2.241,0.17561,F,16773591,0.32,3.832465,58.589102000000004,4.114057,Ori,11.056050150387032
27123,27123,Gl 215,13.7287,9.02,8.332,0.11469999999999998,M,16541255,1.379,0.395848,6.382741,12.148099,Cam,0.0404762248687873
27126,27126,1974.0,60.5327,6.57,2.66,0.17142,A,13291261,0.256,2.844784,45.936432,39.318632,Aur,7.516228940182053
27130,27130,27Omi Aur,126.7427,5.46,-0.055,0.19857,A,13291261,0.03,5.02687,81.60797099999999,96.843007,Aur,91.62204901219992
27141,27141,Gl 217,21.8531,7.34,5.642,0.1416,K,16623706,0.833,1.059066,17.354633,13.237921,Aur,0.4821697939006177
27146,27146,1986.0,111.4827,6.24,1.004,0.18798,K,16623706,1.05,6.763807000000001,110.96711499999999,-8.297651,Ori,34.54617749058202
27177,27177,2008.0,143.8849,5.31,-0.48,0.20282,K,16623706,1.04,5.839222,98.69414300000001,-104.53833,Pic,135.51894123510365
27183,27183,26    Cam,60.7903,5.93,2.011,0.17791,A,13291261,0.16399999999999998,1.9942819999999999,33.833156,50.466066,Cam,13.664696807404649
27187,27187,1988.0,39.2773,5.95,2.9789999999999996,0.16823,G,16702104,0.773,2.297818,39.202111,0.800767,Ori,5.602733947937967
27212,27212,1987.0,91.3242,5.78,0.977,0.18825,G,16702104,0.888,5.157504,89.917839,15.107925,Ori,35.416040042646166
27220,27220,14Zet Lep,21.6076,3.55,1.8769999999999998,0.17925,A,13291261,0.10400000000000001,1.188275,20.854933,-5.52761,Lep,15.459662193866745
27248,27248,131    Tau,104.1667,5.72,0.631,0.19171,A,13291261,0.077,5.6214010000000005,100.697456,26.06075,Tau,48.707966649253656
27251,27251,1979.0,180.1802,6.3,0.021,0.19780999999999999,K,16623706,1.354,7.3864149999999995,132.58023,121.78988500000001,Aur,85.42795299048483
27253,27253,Bet Pic,19.4401,3.85,2.407,0.17395,A,13291261,0.171,0.677437,12.19782,-15.122126999999999,Pic,9.488553267278007
27255,27255,GJ 1084,20.7555,9.74,8.154,0.11648,M,16541255,1.3769999999999998,0.761129,13.725101,-15.550982000000001,Pic,0.04768699981017778
27257,27257,2009.0,162.6016,6.29,0.23399999999999999,0.19567999999999997,K,16623706,1.1909999999999998,7.309297999999999,131.887027,-94.825274,Col,70.21016602403145
27292,27292,Gl 218,15.0286,10.72,9.835,0.09966999999999998,M,16541255,1.476,0.650756,12.09044,-8.903463,Col,0.010139113857366778
27296,27296,133    Tau,194.1748,5.28,-1.161,0.20963,B,9214460,-0.156,10.098737,188.218531,46.644976,Tau,253.74646458649642
27298,27298,Saiph,198.4127,2.07,-4.418,0.2422,B,9214460,-0.168,10.444137,195.31493700000001,-33.326707,Ori,5095.6548060811465
27301,27301,Lam Men,138.6963,6.54,0.83,0.18972,K,16623706,1.073,2.193853,41.181239,-132.42353799999998,Men,40.55085354483837
27315,27315,2017.0,255.102,6.62,-0.414,0.20216,K,16623706,1.12,10.155992999999999,193.271487,-166.192893,Col,127.52637064597302
